name,price,minimum_nights,availability_365
Our sanctuary,100,7,33
Bohemian Brooklyn Suite with 2 Private Terraces,189,3,78
Charming 1BD Astoria Penthouse,98,2,292
Sunny 4 bedrooms in Manhattan,400,3,307
"Homey and spacious 1BR Apt, near Prospect Park",110,3,108
Astoria Center Location,49,1,192
Designer's spacious 4bedrooms Manhattan apt,300,3,313
Brooklyn sunny room! Short or long term stay,30,3,0
Center of the Universe Stay,135,1,177
A GREY DOOR - BED-STUY.,113,5,101
Private Studio Space in Windsor Terrace Brooklyn,55,1,232
"Location Location Location! Basic, Clean & Cheap!",100,4,4
Charming Soho large 1 bedroom apartment style loft,285,5,365
Big room with king bed,45,1,95
Contemporary Brooklyn Lifestyle Apt /JFK Airport,195,2,347
Amazing Cortelyou road,78,30,279
Alojamiento Betsaida.,42,1,332
Cozy studio for the best rest,110,1,180
Stylish NYC Apartment Right Next to Subway,99,7,90
Sunny big room in East Williamsburg,47,27,323
"DEMETRIO’S ROOM
Close to JFK and LGA Airport",51,1,365
Sunny And Spacious Apartment In Chelsea,170,3,39
RV camper for the outdoor lovers,100,2,180
Master bedroom in Luxury High Rise,125,4,0
"Still NYC...  Grymes Hill, Staten Island",115,1,339
HOSTEL MY REFUGE PAISA(Camarote#2abajo),43,1,153
"Rad Chelsea 2BR w/ Sundeck, Doorman + Rooftop views by Blueground",439,30,278
"Gorgeous Gramercy Park 2BR w/ Large private terrace, Gym + Doorman",348,30,331
PRIME WEST VILLAGE STUDIO APARTMENT,150,2,2
Cozy bedroom with patio in  townhouse in Brooklyn,50,4,23
Comfortable and spacious bedroom in Brooklyn,57,3,9
HOSTEL MY REFUGE PAISA  (Camarote#1 arriba),43,1,91
shared apt only for female  near Times Square,65,1,365
Hotel Room at Midtown 45 at New York City,250,5,0
Great Apartment super close to the train.,160,2,162
Spacious and sunny one bedroom,130,3,0
Sonder | Stock Exchange | Calming 3BR + Laundry,505,2,263
Art Deco Charm in the heart of The Village!,425,1,353
Art Deco Charm in the heart of The Village!,425,1,359
"Spacious, Clean and Modern 2 Bedroom Suite",150,2,30
"clean  room  with private bath, 10 Mins to city",50,1,9
Cozy Guest Quarters in East Village Penthouse!,62,2,284
Lovely apartment 2 bedrooms 2 bathrooms in UWS,380,3,24
Comfy’s Bedroom Close Subway,49,2,347
New 2 Bed 1 Bath in the UES #6131,206,30,311
Lower East Side Studio,123,30,96
Nolita Gem,145,5,7
Amazing New 1 Bedroom in the UES #6132,206,30,189
Cozy Corner,75,1,365
"Gorgeous, Large Brownstone with Backyard & Parking",350,2,82
"Large room in sunny Williamsburg apt, HUGE BALCONY",76,2,5
AMAZING 3 BEDROOM APARTMENT IN FLUSHING QUEENS,200,1,145
No Cleaning Fee! 1.5 blocks to 2 Train. 9pm-9am,35,1,0
B-comfortable queen size bed try it yourself,49,1,342
“Mi casa es tu casa” “My home is your home” NYC,150,2,69
Comfy Home ~ 1st Floor,150,3,176
QUIET 1BR apartment CLOSE to EVERYTHING,195,5,14
"spacious, apt. near bars/parks/museums/restaurants",140,2,3
Bay parkway Private room,35,1,0
Huge Room For Rent Close to JFK and the Q train,65,1,348
Private Room Near Q Train in Brooklyn,65,1,359
Cozy Room For Girls Only:2 Minutes Walk To Q Train,65,1,352
Brand new private apartment 5 minutes from JFK!,50,1,304
Comfortable Sofa Bed For Rent In NYC. Female ONLY,40,2,358
Sofa Bed For Rent Near The Q Train: Girls Only.,40,2,343
"Beautiful Private Home in Bushwick, Brooklyn!",180,3,119
Beautiful Chelsea townhouse bedroom,115,1,113
Uptown Minimalist Chic,69,2,14
A beautiful Gem,40,7,59
"SMALL ROOM NO WINDOW, NO AIR CONDITIONER V-ROOM",39,3,358
Union Square Private Double & Single Bed w/ Shower,99,2,13
"Central Herald Sq.1BR w/ Roofdeck, Gym next to the subway by Blueground",334,30,311
Share in cozy 1BR,40,22,12
"MARCELO’S  ROOM 
Close to JFK airport and LGA",38,1,365
"Premium FiDi 1BR w/ Roofdeck, Gym + Doorman near Wall St. by Blueground",332,90,115
Cozy room in Soho,64,3,86
Bright One Bedroom Loft,100,3,3
Beautiful Chelsea Townhouse bedroom,110,1,108
"Large Comfy 2Bdrm Apt in Williamsburg, Brooklyn",245,3,257
Cosy apartment in heart of the East Village,135,7,15
Your Next Vacation Should be Here...Walk to TimeSq,299,4,59
Brand New Studio~W/D in unit~Prime Gramercy,150,30,327
"Spacious,Quite,beautiful room in Astoria-Ditmars",53,20,0
Sonder | Theater District | Airy 1BR + City View,212,29,349
5BR Designer Loft in Soho/TriBeCa! Best Location!,299,31,165
Cozy and Comfortable Studio Apartment,110,7,54
"Bright Large Room, only 30mins to Times Square",60,2,34
My awesome room :0),70,3,15
Vacate NYC.,65,1,179
Spacious yellow room in Brooklyn,90,1,365
Charming 1BR next to subway & walk to Central Park,174,3,85
Nolita! Cute one bedroom (Website hidden by Airbnb) Location!,260,3,33
Brooklyn Spacious Sunny Apartment,200,1,0
Clean and quiet Brooklyn room 35 mins from Soho,50,10,246
The Pineapple tree (Girls shared room only),24,11,0
Large Bedroom with privet bathroom,35,2,224
Cozy and beautiful  room for a couple,70,3,59
★Affordable Clean Private Room#1 in Hell' kitchen★,110,3,158
Highland Park 2 bedroom share,85,30,98
Beautiful Home in Heart of Brooklyn,95,1,292
Private House in Trendy Crown Heights,425,2,59
Modern & Spacious in trendy Crown Heights,150,1,148
Charming Room in Clean Apt! Soho!,119,1,23
Large Cozy Prospect Lefferts II,45,5,159
Queen Room,135,1,162
Standard Queen Room,100,1,358
Standard Queen,219,1,362
Double Room with Two Double Beds,159,1,161
East Village Bedroom,50,4,48
Cozy Bedroom in Bed-Stuy apartment,150,1,177
HOSTEL MY REFUGE PAISA (CAMAROTE#4 Parte Baja),34,1,123
Olive's Guest Quarters #2,175,2,43
Private Bedroom in Williamsburg Apt!,109,3,97
"Comfortable,spacious and luxurious homely settings",140,2,157
Comfy and quiet bed for women travelers,26,2,0
Olive's Guest Quarters #3,175,2,43
"Perfectly Located Near Restaurants, Shops, & Sites",299,4,61
Sonder | Stock Exchange | Amazing 1BR + Sofa Bed,234,2,309
Sonder | Stock Exchange | Cozy 1BR + Laundry,230,2,327
Sonder | Stock Exchange | Sunny 1BR + Kitchen,230,2,319
Hamilton Heights Home Away from Home! (30-Day Min),125,30,242
Sonder | The Biltmore | Charming 1BR + Rooftop,217,29,337
Sonder | The Biltmore | Warm Studio + Rooftop,182,29,333
Sonder | The Biltmore | Cozy Studio + Rooftop,152,29,193
The Sunshine Palace,125,1,362
Sonder | The Biltmore | Serene 1BR + City View,219,29,346
Sonder | The Biltmore | Sunny 1BR + City View,207,29,331
Charming 2BR Apt! Popular Neighborhood!,289,1,133
STYLISH 2 BEDROOM APART. IN PRIME UPPER WEST SIDE,330,4,132
Hustler's Paradise 2 (Semi Private),29,1,2
★ CLEAN/ELEGANT TWO BEDROOM APARTMENT ★,289,5,146
NiceA apt in trendy Brooklyn,150,1,206
"Large furnished studio, East 56 St., NYC",120,30,159
A Comfortable Room,40,1,360
Sonder | Stock Exchange | Sunny 1BR + Laundry,228,2,317
Sonder | Stock Exchange | Warm Studio + Laundry,203,2,322
JFK Airport Layovers Special 6 minutes away,49,1,0
Charming Williamsburg 30 day min stay 2 br /2 bath,183,30,249
Glamorous 3 Bedroom/3 Bath Brownstone,800,3,276
"Pleasant Room on Pleasant Avenue, NYC",50,2,35
Lower East Side Gem,149,3,151
Cozy private bedroom 15 min from Manhattan,55,1,319
"Premier room in Downtown NY, Two Bridges,Chinatown",108,1,175
"Priv room in an immaculate Apt,near Cent Park, UWS",160,2,61
1718公馆套房,60,1,89
Cute private room in Washington Heights!,52,1,0
Central Manhattan Ladies Only (Shared),39,2,324
"Cozy room in Downtown Manhattan, Two Bridges, Soho",89,1,153
"Brooklyn room close to the train, L,C,A,Zand J",57,1,170
Brooklyn room close to Subways to Manhattan,57,1,164
New bedroom in nice apartment. Close to hospital!,40,30,344
"Great room close to the Subways  L,A,C,Z and J",55,1,138
Brand New Duplex 3BR~W/D in the unit.,290,30,283
Clean and comfortable private room in NYC,45,1,352
1 Bedroom nestled in Bushwick/East Williamsburg,150,1,292
A room where you can find peace and rest!,50,2,304
Charming 1 bedroom apartment with private patio,165,2,5
Amazing 1 Bedroom Apt! Near the SI Ferry!!,68,2,65
BEST location beautiful 1BR apartment in Manhattan,195,6,12
Woodhaven Castle,45,7,360
曼哈顿108街转租!,66,1,17
MASTER BEDROOM WITH A LOT OF LIGHT IN ASTORIA,40,30,170
"Hip Midtown West 2BR w/ roomy sundeck, gym, near Times Sq by Blueground",309,30,214
"Airy Midtown West 1BR w/ roomy sundeck, gym, near Times Sq by Blueground",240,30,239
"Open Midtown West 1BR w/ roomy sundeck, gym, near Times Sq by Blueground",240,30,189
"Smart Midtown West Studio w/ sundeck, gym, near Times Sq. by Blueground",219,30,14
Spacious and bright — Ft. Greene — best location,125,2,0
"Bright, renovated apartment close to subway+city",130,2,262
A Delightful Room,50,1,342
Home Away From Home at Mosholu pkwy,51,1,271
"Flatbush Apartment near 2,5 train",82,1,19
Airy Apartment in the Heart of West Village/SoHo,200,2,47
Cozy Bright Prospect Park Studio,150,4,28
Stylish Designer 3 Bedroom Apartment,360,3,206
Remote William,400,180,310
"Private Rm Near JFK, Beach & St. John E Hospital",45,1,54
"Comfort room in Downtown NY, Two Bridges,Chinatown",89,1,164
Sunny Sunset Park Large Bedroom near subway,75,2,88
Small studio,75,2,360
Cozy bedroom in Sunset Park apartment,47,1,31
5 ★ Stay in Manhattan (Cozy & Family Friendly),105,3,20
Tu tranquilidad no tiene precio,90,1,0
"Modern,spacious and  peaceful apartment",75,2,53
A Living Room,30,1,361
Sophisticated Brownstone Duplex,499,2,30
3BR Family Home in Prime Queens Neighborhood,250,3,152
Alexander Hamilton( For Guys ONLY),24,10,0
English style home in Brooklyn New York,79,2,364
Private Entrance Spacious 5 BD Apartment Manhattan,280,2,215
Immaculate Private Bedroom & Bathroom (Room A),75,1,154
ALEX SPACE #5,58,1,180
Close to Manhattan ( S ).,55,1,83
Contemporary Brooklyn Lifestyle Apt /JFK Airport 1,65,2,354
Contemporary Brooklyn Lifestyle Apt /JFK Airport 2,65,2,349
COUCH SURF in Gorgeous apt. Have own open room!,63,2,0
Spacious aptmt sleeps 4 AND addtn blowup mattress,250,4,8
Artist LOFT in Bushwick - 15min from Manhattan,200,2,0
"Light-Filled Studio, Steps to Subway",104,2,2
"Habitación amplia , a 15 minutos del airport  LGA",65,1,280
"RENTING MY SOFA. ASTORIA ,NY",45,10,341
Beautiful Apt in the Heart of the Upper East Side,175,2,38
Studio on East Williamsburg,65,6,19
Cozy 1 br Apt In Uptown Manhattan,150,1,16
New York City Luxury Bedroom,215,5,345
"Midtown 2 Bed United Nations Loc, Full Kitchen",419,3,343
New York City Luxury Bedroom!!,215,5,335
Gorgeous and Huge One BR and sofa bed in LR too!,195,2,117
Sun filled Brooklyn Apartment,225,3,0
Beautiful Room in Williamsburg Loft,65,7,0
Monthly**Lux 2bed/2bath* Flatiron Midtown Doorman!,306,30,320
BRIGHT WILLIAMSBURG ROOM WITH BALCONY,90,3,47
Elegant Park BrownStone Duplex 3Bedroom/3Bath,700,3,249
Cozy industrial loft in the heart of Williamsburg,200,5,13
Magical cozy studio in the heart of West village,230,14,87
Prime Williamsburg 2BR w/ NYC View -Long Term Only,150,30,160
"Vibrant area, bohemian vibe",55,1,47
New York at Christmas Time! Dec. 17-20,600,3,96
"Cozy, Friendly Apt Share for Young Professionals",68,30,251
Spacious Room in North Williamsburg!,70,1,98
Dollhouse Studio,79,2,96
"Cozy, Comfy, Clean Mondern 2-Story Condo",175,1,264
"WHOLE APARTMENT, 15 MINUTES TO MANHATTAN",140,15,0
1 & 1/2 Bd Garden apt around corner from river,180,5,83
comfortable & cozy qns size bed Feel it yourself,37,1,310
Luxury 3 Double-Bed Park Slope Apt Steps from Park,395,5,22
Brooklyn Bliss 2,75,2,361
Brooklyn Bliss 3,50,2,356
Cozy bedroom in a shared apartment. Private room.,85,1,83
Cozy and sunny 2 bedroom apartment,130,14,2
Time Square 2 bedroom apt,225,4,44
Timbuktu suits Bamako,150,2,0
Comfortable Bedroom in Cute Boerum Hill Area,105,4,0
One bedroom apartment in the heart of astoria,85,14,77
Cozy apartment by Central Park,69,1,347
Cozy apartment by Central Park,60,1,349
Cozy apartment by Central Park,85,1,337
Shared Room in Manhattan,60,1,348
Close to everything: Artsy fartsy share,41,2,0
Bright modern loft in Crown Heights brownstone,130,4,28
Best Location! Spacious 3BR in Center of NYC!,149,2,163
Hudson Yards Penthouse Luxury Sublet,100,90,160
Light filled Townhouse in Historic Central Harlem,600,7,14
Sonder | The Biltmore | Chic 1BR + City View,227,29,365
Sonder | The Biltmore | Stylish 1BR + Sofa Bed,244,29,363
July 4th Special! 1 bedroom in NYC,150,4,91
Sonder | Stock Exchange | Tasteful 3BR + Laundry,472,2,262
Sonder | Stock Exchange | Stunning 3BR + Sofa Bed,474,2,263
Sonder | Stock Exchange | Restful Studio + Laundry,214,2,319
Sonder | Stock Exchange | Polished 1BR + Sofa Bed,235,2,333
Sonder | Stock Exchange | Relaxed 1BR + Kitchen,244,2,315
Sonder | Stock Exchange | Polished 3BR + Kitchen,495,2,265
1 sunny Bedroom in a Boho style apartment,60,7,0
Sonder | Stock Exchange | Laid-Back 2BR + Sofa Bed,398,2,279
"PRIDE Perfect! Bright, Clean & New W. Village Flat",260,3,10
Very huge apartment in the heart of Williamsburg.,230,2,169
Fantastic new luxury single beach studio in NYC!,95,1,35
Sonder | Stock Exchange | Airy 1BR + Sofa Bed,229,2,338
Spacious private room in the heart of Astoria,90,1,104
Sonder | Stock Exchange | Warm 1BR + Laundry,240,2,323
Convienent Brooklyn (Fort Greene) Bedroom,90,5,85
Sonder | Stock Exchange | Brilliant 1BR + Kitchen,236,2,319
Sonder | Stock Exchange | Calming 1BR + Lounge,229,2,341
Cozy studio in the heart of cobble hill,160,2,5
Sonder | Stock Exchange | Cozy 1BR + Lounge,229,2,327
Cozy studio in Chelsea NYC,154,3,18
Penthouse Duplex with outdoor space Murray Hill,200,3,1
"Hostal , full size bed ( bottom bunk) shared room",35,4,332
Rad Clubhouse: 2 Private Rooms + Diner Kitchen,169,3,72
Cozy Room with Private Bath in Bay Ridge (Room B),75,1,134
Duplex Penthouse with private roof in Williamsburg,240,2,0
Comfy Room w Private Bath in Bay Ridge (Room C),75,1,361
BIENVENIDOS MI CASA ES TU CASA,50,1,164
Private Bedroom in a Prewar Gramercy Building!,95,2,0
Massive Private rm Private Entrance HEART of Wb,120,2,18
Comfortable Room near the center of Manhattan.,60,2,216
Sonder | Stock Exchange | Central 1BR + Kitchen,229,2,340
Cozy studio in great location on Upper East Side,130,3,5
Halsey Street  Commode,100,2,37
Sonder | Upper East Side | Chic 1BR + Sofa Bed,164,29,221
Large studio for 2,150,7,213
Luxe Modern Tribeca Studio,355,4,365
Sonder | Upper East Side | Airy 1BR + Gym,150,29,220
UPPER WEST SIDE ZEN CASITA CLOSE TO COLUMBIA UNI!,89,1,52
Prime Location!Cozy 2BR in West Village!,1799,2,270
Imperial,45,2,24
Park Avenue # Central Park # Luxury # 2 Bedroom,395,7,279
UPPER EAST SIDE BEST ROOM,70,1,0
Modern Brooklyn Getaway,134,3,245
"Large, Bright, Luxury Chelsea Studio/ Best Area!!!",200,4,228
Charming 3BR w/Private Backyard. 15min to Manh,215,2,18
"Manhattan Lux King Sized Room, Lots of Light",85,2,77
Great Brooklyn location! Spacious apartment.,350,6,61
Spacious Brooklyn Room for 1 or 2 Guests.,48,30,267
Private bedroom in new and spacious apartment,65,1,23
"Cozy Midtown West 1BR w/ roomy sundeck, gym, near Times Sq by Blueground",271,30,316
★Warm + Welcoming BEDSTUY - Private2BR on J/M/Z★,125,3,24
Light-filled master Bedroom by the Cloisters,70,2,163
WEST VILLAGE Bohemian flat in neo-Tudor town house,250,3,255
"Modern, Airy & Sunny Apt in Brownstone Brooklyn!",159,2,127
Prime West Village: Art & Foodie  Heaven,155,2,6
Executive Living off Fifth Ave and Central Park,159,60,353
"Cozy Downtown Unit - 3 bedrooms, 2 full baths",699,2,290
Instagram Dream Townhouse in Times Sq.,300,3,54
Family Friendly East Village Brownstone 2-Floors,165,30,56
Chill East Village Get-Away,140,26,46
Quiet and comfy Room in the heart of Williamsbourg,75,2,0
Spacious bedroom with washer and dryer unit.,51,1,0
Fresh,80,1,0
Astoria Apt,700,1,125
Chill East Williamsburg Apartment,90,2,174
Brooklyn Loft Living in Bedstuy / Clinton Hill,64,5,90
"NEWLY-RENOVATED APARTMENT, 35 MINS FROM MANHATTAN",150,30,17
★COLUMBUS CIRCLE★FULL FLOOR LOFT~5 Beds@BROADWAY,549,5,207
Cozy Bushwick Studio - Great Location,100,4,11
"6 Guests! Close to JFK-Manhattan(30 min ""A"" train)",149,1,113
Beautiful Park Slope Apartment with outdoor space,50,30,0
2 Bedroom APT in Beautiful Brooklyn Heights,550,3,215
温暖的双人房间,65,1,126
Midtown West Hotel - Hudson Twin Single,99,1,168
Midtown West Hotel - Empire Triple Room,199,1,160
Wood + brick + Bushwick,60,3,0
Greenwich/West Village Sunny real one bedroom apt!,154,3,19
Charming and Beautiful Home with Outdoor Space,120,10,156
A Pleasant Room,50,1,357
The Stop at Fordham Manor,70,1,364
My home is open to everyone!,60,1,305
Small room for female guests only,26,2,90
Contemporary Brooklyn Lifestyle Apt /JFK Airport 3,65,2,352
Sensational Midtown East Dream Near E/M Trains,250,5,161
Private room in Mckibbin Lofts. Rooftop access,70,2,205
Nice basement studio apt on East Williamsburg,65,10,42
HABITACIÓN COMPARTIDA PARA MUJERES AVENTURERAS!,25,2,344
Spacious 2 Bedroom apartment in Astoria,115,3,188
Luxury 3 Bed FiDi Charm Doorman Elevator | Laundry,325,5,131
Guest Bedroom in light-filled Williamsburg Loft,75,1,109
"Hotel-like Private Room, KING Bed 25 min NYC",50,1,165
"Chefs apt w/ art, plants, books & strong coffee",65,2,0
Spacious Studio with easy access to NYC,70,5,55
Lady's Powder Room,39,1,11
Modern Private Bath and Furnished Room Near Train,75,5,188
Cozy West Village apt,170,4,5
"Large living room, near transit, gym, super clean",80,1,132
Beautiful & Tranquil Private Room in Williamsburg,71,2,182
Hostal: 1 full size mattress bottom floor bunk bed,33,4,334
Private! Studio New Modern Close To JFK LGA NYC :),100,1,326
quiet inwood space,70,1,73
Marriott Vacation Club Pulse New York City,275,1,0
Cozy Central Park Pad Close To Everything!,274,4,34
Boerum Hill modern duplex with private backyard!,140,4,77
Clean & Cozy apartment in East Village,130,2,27
Shar's Hideaway  comfortable 1 bedroom suite,49,1,0
"Fully furnished studio, 10 mins away from JFK.",100,2,353
Shared room y Times Square,85,1,349
Lovely Sunny 1br in Bushwick,65,3,364
LUXURY Building in the Heart of Manhattan!,150,12,118
SPECTACULAR LOFT OVERLOOKING THE MANHATTAN SKYLINE,250,30,365
SPECTACULAR LOFT OVERLOOKING THE MANHATTAN SKYLINE,250,30,0
Little Italy/Lower East Side/ 3BR A+ Location!,139,31,139
Cozy & Huge 1-Bed Apt in Harlem : Sparkling Clean,110,2,0
Bright apt in the heart of the lower east side!,180,5,32
West 57th Club by Hilton Club Studio Available,300,1,364
Spanish Harlem! Next to the 6 train in Manhattan!,300,2,180
Modern Astoria Apartment,200,5,95
Home away in a cozy apartment in Times Square.,220,1,277
E. WILLIAMSBURG ROOM WITH PRIVATE BALCONY,69,2,36
The Blue Room by LGA/Kennedy Airporst & NYC!,45,3,80
PRIME COZY HUGE Bedroom in Heart of NYC (RARE!!),119,2,297
Amazing 1BR apartment in heart of Astoria,125,1,328
Designer Madison Ave Studio with Brand New Kitchen,145,31,304
Private Bathroom Bedroom Near Subway,59,2,361
"M&C Garden, located in the heart of Astoria Ny",225,2,23
"""Sea Gate"" Sunny, cozy, very clean studio app",125,10,180
Comfortable apartment in the heart of Brooklyn.,100,2,0
Fabulous 3BR/3BA NoMad Midtown LOFT,800,3,84
"Cute and cozy, great downtown Manhattan location!",53,1,58
Packaged for one plus groups (ENSUITE KING ROYAL),100,2,365
Is a beautiful place for recharge good energy....,150,10,89
Sunny Modern Studio Near Columbus Circle,140,7,24
MI CASA ES TÚ CASA,53,1,161
Style in the heart of Williamsburg w/ private bath,89,1,44
"subway  1 min away,  manhattan 10 min.",90,1,341
Sunny Private Room close to Manhattan(Green),66,2,159
3 Bedroom Spacious Apartment,115,2,6
Cozy Studio in the heart of NYC,120,2,10
Uptown 1-bdr apartment. 2 stops to Times Sq!,165,1,27
"Rad Midtown West 2BR w/ roomy sundeck, gym, near Times Sq by Blueground",353,30,337
Sun-Filled 3 Bedroom Apartment in Bronx,115,4,124
Zen Room in Artist’s Apartment,120,2,16
Beautiful Veteran owned townhome,137,1,273
Sunny Long Island City Studio,150,2,103
Beautiful private Brooklyn room with kitchenette,4200,114,347
"Big Studio, 2 Queen beds with separate entrance",129,2,25
SUNNY SUMMER SUBLET,100,50,225
Island Dream,220,1,32
Charming RM w/ own bath. Easy Midtown & LGA access,59,30,252
starlight of washington heights,100,5,365
LUX high-rise apt in timesSQ with Huds river view,199,15,179
COZY ROOM IN PRIME MID EAST CLOSE TO EVERYTHING!!!,100,2,314
"Entire  Apartment in Flushing , Queens.",115,3,360
Spectacular 2bedroom near Subway-Cafes-Shop & MORE,349,5,220
Private 2A Room in 4BR/2BA APT in Hell's Kitchen,110,1,270
Brooklyn Couples Retreat w/ spa bathroom,75,5,313
The best building in Bed-Stuy,60,1,17
Lower East Side Classic Vibes,170,3,235
LARGE ROOM - FIT 2-3 GUESTS - SAFE & RENOVATED,56,2,70
All the restaurants and bars you can ask for,80,1,1
"Bushwick apartment, thoughtful details",99,2,1
Cozy farmhouse in NYC. 2 bdrms; 2 full baths. WiFi,85,2,66
Studio sized room in Midtown-East Manhattan,100,6,0
Welcome homey ! Your new artist friend :),117,1,139
Williamsburg 30 days min. 2bath/en suite 2bedroom,249,30,222
FURNISHED NEW STUDIO EAST VILLAGE/SOHO/BOWERY,120,2,87
Bright & Cheerful w/ Laundry & Free Cleaning!,36,30,58
"Access to public transportation
Near shopping area",100,1,179
Gotham City oasis 10 min to the city,31,1,73
Modern and Cozy Queen Bedroom (Shared),75,30,365
Amazing Queen Bedrose UES (Shared),78,30,365
Azur Queen Bedroom UES (Shared),75,30,331
Shared Room and Exp Heart of Manhattan,85,1,161
Furnished modern studio luxury elevator building,160,4,0
3 bedroom Apartment a few blocks from Union Square,290,2,254
*Private room with new bedroom set and mattress,50,2,319
Brooklyn share next to train 25 min to Manhattan,35,1,77
LOVELY 1 BED ROOM 10 MIN FR JFK WITH PRIVATE PORCH,67,1,365
✭Spacious home in 2 unit house next to subway!✭,265,1,86
"Gorgeous, light & bright apt in Bed Stuy + yard",180,3,98
"Spacious, Light-Filled One-Bedroom in Williamsburg",180,2,10
Great bars nearby & Quick 3min walk to Metro,36,11,48
The Sweet Spot 2- Private Apt with a court yard,55,2,76
Trendy NYC Private Bedroom in Upper West Side,60,30,362
Upper East Two Bed w/ 3 Beds | Sleeps 6 | Near Q,250,5,155
Stunning Private Bedroom in Prime NYC/by Columbia!,60,30,314
Ideal for Student: Upper West Side Private Bedroom,60,30,328
RARE | Romantic Studio ♥ West Village Landmark,250,1,76
"Cozy room in Brooklyn Safe Area. 30m to D,N/Town",65,1,46
New Private Bedroom in Prime NYC / Upper West Side,60,30,335
Vibrant Private Bedroom in Central Upper West Side,60,30,334
Luxury 2 Bed 2 Full Bath Walk to Times Square,420,5,137
**Private Room in Newly Renovated Apartment,60,2,305
Spacious Private space in Park Slope,155,1,71
Artsy Private Bedroom in UWS - Near Columbia U!,60,30,342
Newly Renovated Private Bedroom Near Columbia U!,60,30,341
Quaint East Village Apartment,100,3,0
Dreamy Private Bedroom in Prime NYC Location (UWS),60,30,311
"Stylish Private Room in Upper West Side, Manhattan",60,30,348
Upper West Side/Central Park Sleek Private Bedroom,60,30,250
Sunny Private Bedroom in Upper West Side,60,30,83
Sonder | Stock Exchange | Vibrant 2BR + Sofa Bed,255,2,215
Sonder | Stock Exchange | Collected 1BR + Laundry,229,2,350
Sonder | Stock Exchange | Stunning 1BR + Sofa Bed,235,2,340
Charming and Bright Apt. in Heart of Williamsburg,175,2,4
Modern Private Bedroom in Upper West Side,60,30,37
"Private Bedroom in Prime Location, Upper West Side",60,30,51
211 east 34 st Room 1,40,7,346
Studio in an Upscale Beautiful Neighborhood,60,2,0
"Beautiful, Cozy & Private Bedroom in Bushwick BKLN",50,1,74
Huge Room In Lovely Apartment. 30 Min To Manhattan,60,1,20
Sonder | Stock Exchange | Smart 2BR + Sofa Bed,390,2,243
Convenient & Cozy Upper West Side 2 Beds Apartment,140,1,0
Sonder | Stock Exchange | Timeless 3BR + Sofa Bed,475,2,253
Cozy Home Nested Between Soho and The West Village,150,5,97
Sonder | Stock Exchange | Vintage 1BR + Sofa Bed,228,2,357
Cutely designed room in Williamsburg apartment,70,3,142
Rustic Room East Williamsburg 15 Min to Manhattan,54,5,0
Luxury Corner Apt&bigTerrace. Water&city view 55Fl,350,1,83
"""The Grand Budapest"" room in Brooklyn!",55,1,15
Private Room in PRIME Manhattan Location,79,1,31
Modern west village one bedroom,250,5,365
"Cozy, Friendly Apt Share For Young Professionals",64,30,94
"Cozy, Friendly Apt Share for Young Professionals",65,30,237
Packaged for one and groups (QUEEN B),90,2,360
BIG BEDROOM CLOSE TO LA GUARDIA AIRPORT FREE WIFI,44,1,0
Beautiful Park Slope summer 1-bedroom sublet,101,60,32
"3min to Grand Ave subway, newly built in 2015",33,30,31
Private & Quiet Oasis in the Center of NYC,162,2,66
Amazing private room 5 min time square,105,1,0
Rooftop Terrace Penthouse 2 Bed Near Central Park,420,5,130
BrooklynRoom,46,1,0
Laundry + Free Cleaning - 5min to Metro,36,30,38
Spacious Room in great location,45,2,180
Large East Village Private Room & Private bathroom,119,2,2
Spanish Harlem magical place full of life .,90,2,174
Sunny-Junior-one bedroom-Prospect/Lefferts garden,120,2,10
2 bedroom on the Brighton Beach by  the ocean,160,2,102
Comfy basement suite,65,1,29
Middle of Manhattan,100,1,23
Private Spacious Bedroom in lush green Fort George,35,3,5
Birdman movie Room in Brooklyn.30 Min to Manhattan,55,1,20
"Beautiful condo in quiet Parkchester, close to NYC",85,2,349
Modern 2 Br Apartment in Brooklyn. Close to NYC,88,28,24
"BRIGHT, STUNNING ROOM WITH AMAZING VIEWS.",160,3,81
Master Bedroom in Bushwick Minutes from Subways,70,2,61
Sunny Summer Space in Brooklyn’s Stuyvesant East,76,3,285
Master Bedroom w/Private bath Artsy Apt in Bushwik,90,5,323
Relax in SoHo with private outdoor space,200,2,252
Cozy Queen Bedroom Private Half Bathroom in Harlem,59,1,74
"Sunnyside room close to subway, Midtown & LGA.",35,30,245
Sunny,160,29,0
Duplex Penthouse w Sprawling Outdoor Terrace,300,15,35
Great 1BR in Times Square with terrace and view,269,5,19
"A+ Chelsea Location! MSG, Javits, Penn!",99,31,165
Charming private bedroom in Hell’s Kitchen,65,2,0
"Cozy big Apt, Manhattan, Columbia, Central Park",34,5,14
"Convenient, bright 1Bdr in Williamsburg, Brooklyn",150,2,1
2 BDR apt in Brownstone Greenpoint Williamsburg,185,1,123
"High floor, sunny, clean and cozy FiDi apt:)",165,2,1
Lexi's Global  Retreat in Flatbush! (New Host!!),125,1,29
Middle town luxury studio close to penn station,150,8,39
Artist's Harlem Apartment,100,6,332
Luxurious Rooms,88,2,180
Huge private room in convenient south Brooklyn,99,1,1
NYC High End Upper East Side Central Park Gem Home,151,1,42
Crown Heights Amazing,105,2,286
TRIBECA-Huge One Bedroom Doorman Apt,345,2,179
Beautiful Studio,150,2,102
Putnam Townhome,57,2,51
