name_y;neighbourhood_ID;room_type_ID;price;minimum_nights;availability_365
Comfortable SuiteApartment in Manhattan;114;2;60;5;0
Bright and Spacious Brown Stone Apartment;51;2;150;4;18
Modern Room in Brooklyn;59;1;65;1;44
Private bedroom in BK community w parking;51;1;50;1;0
Luxury Studio In Heart of Manhattan;102;2;150;30;0
Artsy spacious apartment 3 mins from Times Square;107;2;450;4;158
Greenpoint Light  Plant filled Apt mins from city;79;2;115;3;0
Amazing Roommate Share in Prime NY Near Transit;75;1;48;30;59
Discounted Cozy Downtown Unit  3 Bedroom 2 baths;111;2;499;2;297
Country home in Manhattan w fireplace backyard;125;2;515;20;0
2Beds Studio apartment in Prime Location;113;2;240;2;304
Room with Balcony in trendy Williamsburg;94;1;500;28;89
Fantastic Modern CoLiving Space 4L3;75;1;48;30;58
Sunny Bedroom in Chelsea Beauty;97;1;80;1;0
Private Bedroom in 5000 sq ft DoBro Penthouse;69;1;109;1;66
Spacious and Bright bedroom females only;126;1;52;1;0
Entire 1st floor Easy commute to Manhattan;51;2;139;1;134
Private bedroom in clean quiet apartment;51;1;30;16;40
2nd FL cozy apartment;51;2;145;1;118
Cozy Cypress Suite Convenient To Train  JFK ;67;1;80;1;32
Cozy 2 Bed Room Gramercy New York;109;2;220;2;0
Private room in brand new apartment in HK;107;1;180;3;341
Global Sanctuary Brooklyn Private Room;71;1;70;1;0
BEAUTIFUL AND SPACIOUS STUDIO CLOSE TO LGA AND JFK;139;2;99;1;329
Park Slope  Spacious and Comfy  Perfect Location;85;2;220;20;24
Renovated 1 bedroom Near Subway to Manhattan  JFK;168;2;61;2;75
Great views of the city;109;2;180;4;4
The Den   3 mins  to JFK;173;1;45;1;0
River View Apartment;126;2;140;2;122
Private and spacious room 15 mins to Times Square;106;1;99;4;24
Home Away From Home;66;1;70;1;73
Private room in Safe  Quite Greenpoint Brooklyn;79;1;60;5;133
Luxury Apartement in Manhattan;102;2;250;5;0
Room in the Lower East Side;111;1;85;2;357
Gorgeous Penthouse in Chelsea  Meatpacking;97;2;350;30;275
Room Available in Crown Heights;66;1;31;14;0
Entire Apartment in Astoria;129;2;190;5;55
Well located studio in the heart of NYC;106;2;180;1;85
The Williamsburg Urban Haven;94;2;60;1;234
Composers Atelier in the Heart of Brooklyn;51;1;38;1;0
Newly Renovated Doorman Apt with Great Amenities;161;2;210;3;0
XL cozy bedroom with separate entrance;162;1;68;1;133
Stylish Manhattan penthouse with private rooftop;106;2;350;4;23
Spacious Onebedroom Home in Columbia U;114;2;80;14;0
Cozy Brooklyn Loft;51;1;60;2;0
Willimsburg Deluxe Studio;94;2;125;15;285
Cozy bedroom with good location;94;1;120;2;89
Charming 3bed2 bath Apt near Central Park;100;2;155;2;123
Sunny Greenpoint Apartment 5 Min Walk To Nassau G;79;1;45;14;21
Room in bushwick;59;1;60;4;22
Alphabet City Entire Apartment;101;1;175;3;0
Modern Studio Apartment near transportation;166;2;85;2;14
Chic and Lofty Studio Apartment in heart of SoHo;119;2;109;6;9
Your 2 bedroom home in Brooklyn;76;2;98;5;23
Luxury Apartment in Lower East Side;101;2;400;1;0
New ManhattanHells Kitchen Private Studio;107;2;125;2;230
Spacious bright 4 bedrm Manhattan home elevator;100;2;750;3;249
Charming Quiet Upper East Side Studio;124;2;160;2;11
Modern bohemian 1 bedroom apt in Williamsburg;94;2;125;21;81
Harmony Guestsuite 10 mins from JFK  Mall;173;2;93;1;19
Spacious Home Centrally located Near Downtown;86;2;275;2;0
Gorgeous Flat with Priv Patio Steps from 42nd34th;107;2;375;3;0
Williamsburg Penthouse;94;2;250;180;173
cute studio apartment upper east side;124;2;100;30;99
Cozy and Sunny Room Williamsburg Luxury Building;94;1;80;3;0
Gorgeous and spacious 1 BR in Nomad new listing;97;2;299;3;155
Cute room for single traveler;107;1;100;1;82
Spacious bedroom near Central ParkColumbus Circle;125;1;90;3;1
Room in big and light Prospect Heights apartment;86;1;55;2;0
Beautiful and cozy street view 1BR in W Village;127;2;180;3;166
Cozy Charming Room in South Slope 1 Min to METRO;92;1;45;2;37
Private Bedroom in Upper East SideCentral Park;124;1;80;1;2
New Listing 5  Host  Sunny Quiet Lovely Flat;124;2;153;2;274
Center of Flushing 2 Queens Near Sheraton Hotel;146;1;80;5;89
Large and cozy room in the heart of Manhattan;113;1;350;1;0
700sf One Bedroom Loft in the Clouds;94;2;125;5;0
Rooftop Oasis in Brooklyn for Shoots  Gigs;51;2;600;3;66
STEPS FROM BALL DROP IN TIME SQR Sleeps up to 8;113;2;1000;1;0
San Carlos Hotel One Bedrm Suite B up to 5;113;1;425;1;180
Sweet 2 BR sublet in Brooklyn;66;2;88;30;34
Private room 20 minutes away from Manhattan;175;1;65;1;341
Brand new Luxury  Spacious 2Bedroom Apt in FiDi;102;2;420;2;76
Apt walk distance to Central Park 15 min Times Sq;100;2;220;2;9
Costeffective nice room near Columbia University;125;1;1350;1;365
Mesmerized Penthouse;116;2;179;1;364
Cozy Room A;79;1;119;1;180
Cozy Room B;79;1;89;1;180
Stylish 2 Bedroom in Brooklyn  A Cat;51;2;175;2;0
Beautiful furnished bedroom in Crown Heights;66;1;100;5;69
1 bedroom SOHO flat with sunny views;119;2;380;2;0
Spacious private room 15 min from Manhattan;161;1;45;3;5
Corner Beach Front House;128;1;300;2;133
Bright Spacious 3BR2BA in East Village groups;101;2;443;1;165
Spacious Master Bedroom in Harlem;106;1;50;1;0
Great location in midtown east;113;2;116;2;99
Gymrooftoppool Lux private room;124;1;119;3;239
Winter wonderland in heart of Manhattan 32  5;113;1;180;3;179
Amazing location in SOHO Make your visit GREAT;119;2;225;2;11
Large 1920s home WParking  20 mins from Midtown;7;2;150;3;109
New Hells KitchenTime SQ Private One Bed Room;107;2;179;2;229
Chic 2 bedroom just a train ride away from NYC;169;2;200;2;0
Gorgeous Bedroom in spacious Brooklyn apt;59;1;60;1;0
Bohemian getaway in NYC;98;2;280;2;1
AMAZING E VILLAGE STUDIOLONGTERM starting Aug 10;101;2;129;15;332
Prospect Park Family Townhouse;95;2;300;2;35
Private Bedroom next to Times Square;107;1;83;2;0
WEST VILLAGE GEM  LARGE BRIGHT 1BR WKING BED;127;2;300;4;21
Ashlys apartment;106;1;1000;30;90
Upper West Side Spacious Cozy Bedroom;125;1;55;5;3
Hart Street Garden Apartment;51;1;30;2;0
Sonder  The Nash  Artsy 1BR  Rooftop;115;2;262;2;91
Sonder  The Nash  Lovely Studio  Rooftop;115;2;255;2;81
Sonder  The Nash  Brilliant Studio  Rooftop;115;2;245;2;137
Sonder  11th Ave  Bright 1BR  Gym;107;2;185;29;281
Sonder  11th Ave  Contemporary 1BR  Gym;107;2;185;29;332
Sonder  The Nash  Pristine Studio  Gym;115;2;252;2;117
Sunny 1BR in Hells Kitchen by Sonder;107;2;189;29;325
Sonder  The Nash  Airy Studio  Fitness Center;115;2;228;2;111
Sonder  The Nash  Bohemian Studio  Rooftop;115;2;240;2;99
Sonder  The Nash  Simple Studio  Gym;115;2;241;2;130
Sonder  The Nash  Creative 1BR  Gym;115;2;265;2;83
Sonder  The Nash  Bohemian 1BR  Rooftop;115;2;263;2;62
Sonder  The Nash  Charming Studio  Gym;115;2;243;2;153
Sonder  The Nash  Polished Studio  Rooftop;115;2;254;2;159
Cozy room in a great foodfilled neighborhood;144;1;35;3;310
Huge 400 sf BR amazing location;86;1;45;2;0
Beautiful Brooklyn Brownstone in Lefferts Gardens;87;2;200;30;0
Beautiful apartment in steps from the train;73;1;40;53;90
Charming NYC UpperWest Apartment;125;2;180;3;4
Penthouse Apartment in Williamsburg Brooklyn;94;1;80;3;280
Bright 1 Bedroom  Columbia  Morningside Heights;114;2;80;3;0
Large sunny bedroom in Astoria Queens;129;1;60;2;51
Funky sunfilled artist home near Fort Greene Park;75;2;115;2;16
Cozy 1 bedroom in Upper East Side;124;2;235;3;0
Small room in NOLITA Artist Tenement APT;110;1;150;5;0
Queen Bed in Beautiful Clinton Hill;62;1;100;5;6
Naturallylit Loft in Williamsburg by NM Stays;94;2;120;29;0
Clean Central Spacious One Bedroom Home;113;2;199;1;0
Waterfront Room with Manhattan View and Balcony;118;1;150;2;7
Bohemian 1bedroom in Williamsburg;94;1;100;1;0
Cozy  Clean private bedroom in Columbus Circle;107;1;89;5;0
Minutes to Manhattan;18;1;70;2;342
Spacious 1 bedroom in Bensonhurst  Sleeps 4;52;2;113;3;118
Simple studio;106;2;85;4;3
Overnight Bed by Central Park New York City;107;3;80;1;48
Holiday Get Away;113;2;150;1;0
Share a Lg Studio room 2 blocks subway Bronx Zoo;43;3;20;14;139
25 minutes from Manhattan shared room bunk beds;55;3;40;3;50
Luxurious Private Sunny LES Full Floor Loft  NYC;111;2;499;1;356
 Luxury Studio with modern finishes ;47;2;200;1;347
One bedroom in 2 bedroom apartment;101;1;75;1;0
Book NOW this New 3br Home with lots of space;3;2;299;1;322
Shared room for 2 persons 15 sec away from Mtrain;169;3;40;30;365
Private room with queensize bed M and L trains;169;1;57;30;365
Classic Brownstone Living in historic BROOKLYN;51;2;450;3;357
5 Star Manhattan Luxury St Regis Hotel King Suite;113;2;1075;1;365
My roomie is in Hawaii for 1 month Im on Airbnb;51;1;55;1;0
Brooklyn 3 persons shared room close to subway;59;3;32;30;342
great  Location with a fireplace balcony rooftop;113;2;150;20;157
1 Bedroom Comfortable Large Brownstone apt;51;2;50;3;26
Luxurious Bushwick house 3person room near subway;59;3;32;30;330
Serene SuperSized Oasis in Bed Stuy;51;1;175;2;83
Amazing 2 person shared room close to subway;59;3;40;30;365
Spacious 2 person shared room high near subway;59;3;40;30;365
Heavenly private room near subway line JZM;59;1;55;30;365
Artist Apartment in EastVillage;101;2;175;5;0
Artistic apartment in the Heart of Manhattan;111;2;200;4;0
Clean and Cozy 1 Bedroom Apartment in LES;111;2;102;2;0
Shared place in Hells Kitchen Midtown West;107;3;99;1;33
Beautiful Family Apt close to Broadway Station NW;129;2;200;2;265
Large bedroom and private bath astoria NY;129;1;55;7;0
HUGE warm sunny room in Clinton Hill Brooklyn;51;1;65;5;0
Fabulous studio apartment 12 mins to Manahattan;129;2;140;4;101
1BR Park Slope Apt w Private Backyard;85;2;100;2;1
Entire Loft Apartment in SohoNoHoNolita;116;2;550;7;14
Javits center 1 bedroom;107;2;134;1;20
Safe and lively South Harlem Condo with doorman;106;1;150;2;184
Sunny East Williamsburg Apartment;94;2;105;2;144
Great Room in Heart of Williamsburg;94;1;75;4;47
Sunny  Clean  Sohowest village loft;105;2;250;3;244
Modern 2BD Plus Movie screening roomAlphabet City;101;2;295;3;140
Cozy room25 minutes to Manhattan;92;1;32;3;0
Brooklyn Apartment Room for Monthly Sublet;59;1;35;30;0
UES Entire Apartment Near Central Park;124;2;180;2;57
Room in AMAZING Williamsburg Apartment;94;1;70;5;0
2bedroom apartment on the Upper East Side;124;2;130;1;0
Master Bedroom in Spacious Washington Heights Apt;126;1;60;1;66
CQ 1 Bedroom;102;1;3000;3;23
2 Bedrooms with Harbor View;214;1;85;2;305
Shared renovated cozy room in heart of the city;107;3;80;1;52
Beautiful shared place by Times Square Midtown;107;3;80;1;22
The Pearl of Midtown Manhattan;107;2;220;5;22
Shared apt by Theater District Broadway;107;3;80;1;46
Queen Size Room in the Heart of Upper East Side;124;1;120;2;66
Chic Brooklyn Apartment;87;2;200;2;0
Basement in a Gorgeous Brooklyn Brownstone;51;1;40;7;93
Cool Private Bedroom  OfficeLiving Room Bushwick;94;1;60;2;210
Spacious sunfilled bedroom near Botanical Garden;1;1;80;3;155
manhattan 127 st and convent ave room 2;106;1;69;2;365
Humble abode near Prospect Park;73;2;160;3;0
Charming space in the heart of the East Village;101;2;180;1;188
Designed 3person shared room next to Wyckoff Ave;59;3;32;30;365
NO GUEST SERVICE FEE Beekman Tower Two Bedroom  3;113;2;956;4;124
Spacious shared room near Ltrain;59;3;32;30;355
Light twin room;59;3;40;30;276
Gorgeous 2 people shared room with great amenities;59;3;40;30;365
Walk toTimes SquareCentral ParkMuseums Broadway;107;2;230;1;282
Cozy private room in EastBushwick near  subway;59;1;55;30;340
Large sunny and chic apt in historic Harlem;106;1;99;2;43
bushwick nook;59;1;70;3;137
Classic brick Ambient lighting Apt Heart of NYC;107;2;139;2;10
Beautiful boutique studio near Central Park;124;2;135;25;0
Sunny and Spacious Charmer in S Williamsburg;94;2;125;3;0
A GEM IN NOHO;101;2;350;3;342
Sunny home w beautiful views;77;2;99;2;0
Huge Artistic Downtown Loft  Designer Furniture;99;2;410;3;18
The NYC Adventure;100;1;65;365;0
The Nest;165;1;60;1;364
Magnificent Industrial Chic 3 Bedroom Loft;94;2;450;1;334
Cozy Room in Crown Heights 0 minutes from transit;66;1;33;29;0
Bright Spacious 2Bedrooms private Apt in Bay Ridge;50;2;120;9;3
susan place;71;1;60;3;189
Master suite in iconic Brooklyn brownstone;86;1;130;3;0
Great Deal Sunny 2 Bedroom in Greenpoint;79;2;100;1;0
Bedroom close to ManhattanBIG;144;1;75;1;256
A beautiful huge quiet Brooklyn apartment;90;2;199;3;129
Amazing location  A gem in Soho two bedroom;119;2;183;2;294
Private Room in a Neo Hippie Art Apartment;51;1;35;2;100
Living room at prime location;92;3;22;1;0
Sweet digs of Windsor;95;2;104;3;43
Sunny Clean Modern 2BR w Private Roofdeck;100;2;100;2;0
U can have your private bathroom cozy area;178;1;40;30;22
Beautiful apartment in Elmhurst;144;2;150;3;107
5th Ave Luxury St Regis NYC King Room Manhattan;113;2;820;1;365
Luxury Studio style room in Manhattan Brownstone;106;1;69;1;8
Riverdale private room;15;1;49;1;0
Best of NYC Location and Lux Apt 1 Bed  SofaBed;97;2;205;4;44
Sunny Plantfilled Apt in Manhattans Chinatown;98;2;91;5;1
City Views Private Balcony Clean Private Bath;146;1;90;1;29
Stunning Central Chelsea 1BR w Gym  Doorman by Blueground;97;2;306;30;343
Clinton Hill loft;51;2;300;3;364
Spacious  Sunny Bedroom in Bedstuy;51;1;45;1;3
Bright  Airy East Village Penthouse w Terrace;101;2;520;3;80
LaGuardia airport  JFK airport citi fields;146;2;58;2;57
Huge Williamsburg Loft;94;2;220;5;89
Beautiful;51;1;80;2;365
Spacious Beauty 1 Bedroom Apartment;109;2;130;2;4
Cozy onebedroom in Astoria;129;1;70;2;0
Private Room in Bushwick Loft;94;1;40;2;0
Charming 2 bedroom in Soho;117;1;399;3;246
SUNLIT OASIS;94;1;118;2;112
Come feel at home;106;1;100;7;365
Cozy clean and quiet room in Bushwick;59;1;37;2;1
Luxury on 5th Ave St Regis 2 King BR Suite 5 Star;113;2;1999;1;365
Charming 1BR by Washington Square Park Heart of NY;127;2;370;3;155
Newly Renovated Stylish Luxury 2 bedroom first fl;45;2;165;2;310
Beautifully Renovated Small Mid Century Bedroom;111;1;125;1;165
2nd bedroom still available for the holidays;51;1;105;1;0
Amazing View in luxury building Time Square;107;1;99;3;5
Nice Room Sunnyside 15 min to Times Sq ACTV;175;1;35;1;0
1bdr apartment  2 stops to Manhattan DN trains;92;2;100;2;0
Private Room Best LES Location Read Description;98;1;150;4;72
Bright charming Fort Greene studio;75;2;175;3;9
Mother  Daughter bnbBrooklyn;71;2;75;1;185
Gorgeous NYC Hideout 20min to Times Square;175;2;85;4;12
Gorgeous Room in Lux Apt Prime Upper East;124;1;100;1;0
Spacious Sundrenched two bedroom APT;62;2;200;1;285
Share Lg studio rm b22 blocks subway Bronx Zoo;43;3;20;10;114
Lovely Bushwick Garden Apartment;59;2;155;2;10
Stunning Penthouse 2 bedrooms full city view;107;2;400;4;0
Entire Basement Apartment near LGA;142;2;60;1;50
2 BEDROOM3BED APTTIME SQUAREHELLS KITCHEN;107;2;135;3;141
Center of Astoria;140;1;55;2;35
Splendid Midtown Studio w Gym  Doorman by Blueground;113;2;215;30;2
Cheery Midtown 1BR w Doorman  Gym near MSG by Blueground;113;2;227;30;329
Modern apt near mall and trains 25 min from city;144;2;200;1;0
Sweet Home;59;1;140;1;365
Beautiful and Convenient 2 Bedroom In Flushing;146;2;120;30;303
Manhattan modern living by the Chelsea High Line;97;2;250;30;233
TWO BIG Rooms  a Park Slope Oasis;91;1;90;2;91
Large Bedroom near Central Park and Mt Sinah;100;1;100;30;262
Beautiful 2 bed with a balocony;51;2;205;2;89
Cute apartment;140;2;200;3;11
Charming studio close to everything;107;2;200;6;11
Upper West Manhattan Suite  Cozy Private Bedroom;106;1;55;3;1
Cozy Room 20 minutes away from the city;175;1;65;2;341
Columbia Univ Queenbed in a Cozy Suite 5B;106;1;55;5;154
Sunny Boutique Condo on Picturesque Harlem Street;100;2;250;2;0
Upper West Manhattan Luxurious Master Bedroom 5C;106;1;50;5;237
Upper West Manhattan Spacious Master Bedroom 1C;106;1;58;5;314
Jackson Park;161;1;56;13;12
Upper West Manhattan Spacious Private Bedroom 1D;106;1;55;4;299
Nice apartment with great view on the Hudson River;126;2;160;2;0
Modern cheap huge 1bd apt next to Central Pk  sub;106;2;149;1;35
Pvt Room in Quiet Home Near JFK 6miLGA 10mi Lvdr;174;1;35;2;3
Windsor Terrace Warm Artist Pad Prospect Park;95;2;250;2;84
You Will Love Our Beautiful 3 bed 3 Bath Home;51;1;175;2;89
Espao acolhedor e limpo prximo a Manhattan;161;1;55;3;3
Come and enjoy Brooklyn is the new Manhattan;51;1;55;1;0
Quincy Manor in the heart of BedfordStuyvesant;51;2;100;2;273
Private Room With a Balcony In a Modern Loft;94;1;89;6;260
PRIVATE ROOM in the heart of MANHATTAN;107;1;140;2;39
GORGEOUS PRIME SOHO 3 BEDROOMS PENTHOUSE;119;2;649;2;281
Sleeper shared rm on subway bronx zoo 30m2NYC;43;3;20;10;25
Modern 2BR Williamsburg  Loft With a Balcony;94;2;189;6;242
Boutique Brooklyn Loft;59;1;55;1;28
Luxury Bushwick design suite 15 min to Manhattan;59;1;60;5;0
Cozy and Bright Bedroom for One or Two;169;1;65;4;0
Modern  cozy bedroom in Manhattan;106;1;89;2;170
Perfect location in Manhattan;97;1;68;1;0
Beautiful bedroom in Upper Manhattan;106;1;89;2;127
Exposed Brick One Bedroom in the Heart of Soho;117;2;165;1;12
Greenwich Village Prewar off Washington Sq Park;105;2;142;3;0
In the heart of midtown manhattan  CONVENIENCE;113;2;100;1;365
Single Room in the heart of Corona Queens;139;1;46;2;0
CuteClean Affordable Room Close To Public Transp;126;1;75;1;0
Private room in a brand new brooklyn apartment;51;1;63;1;47
Private Bath Private Room 2 blocks from NR trains;92;1;75;2;16
Charming 1 Bedroom in Bushwick 20 min to Manhattan;59;2;120;30;0
NY EMPIRE STATE DOUBLE DOUBLE ROOM;107;1;249;1;81
2 bedroom apt in the heart of Bushwick House;59;2;250;2;0
Cozy bedroom in spacious Crown Heights apartment;66;1;60;1;0
Home in the heart of Brooklyn;51;2;69;30;0
25 minutes from Manhattan shared room;55;3;35;2;87
ENTIRE One Bedroom Apt Available 721816;87;2;70;7;14
LOFT 108;59;2;100;3;12
Cozy home  2 In Brooklyn 20 min from Nyc 3bed;55;2;200;3;325
Dvine Home  5 Minutes from JFK FREE parking;154;2;65;2;182
Premium Times Sqr 2 Bed 2 Bath  Rooftop;107;2;399;5;118
Nice place in Brooklyn ;79;1;120;5;77
Sute Tati;92;1;120;7;362
Chateau New York 2 Bedrooms In BK;51;2;120;7;68
Cozy Shared Studio 10 minutes from Times Square;106;3;60;1;7
Room 25 min away from Manhattan 7trainbusQ67;175;1;60;3;0
Happy place to be;59;1;100;7;365
New York  Upper East side cozy appartment;124;1;125;3;0
Cozy private room in Greenwich Village;105;1;90;7;88
Large Bx condo 3 mins to Subway by Yankee Stadium;16;2;100;2;20
Small Deluxe Private room near LGA Room01;142;1;35;1;85
Sunshine Room in Quiet Greenpoint Apartment;79;1;75;2;0
Cozy room in a area with everythingfemale only pl;50;1;70;1;342
Beautiful Apartment on the Upper West Side;125;2;200;3;0
Cozy room in duplex apartment  terrace with view;66;1;45;14;30
Private room in my apartment;106;1;28;4;0
Private Bedroom in ChinatownLES;123;1;85;1;42
Luxury high floor 1bdrm in prime midtown location;113;2;300;3;0
Estilo y tranquilidad en un mismo espacio;153;1;50;2;16
Calm Environment;174;2;80;2;313
Fun Spacious 3 Bed 2 bath Elevator Building;124;2;350;31;342
2 BEDROOMS 2 PERSONS EACH;106;1;295;1;89
Brooklyns Finest  LL;94;2;130;2;261
Room  movie theatergymroof  1 block to subway;51;1;80;2;0
;161;1;60;2;0
Blue Modern 93;166;2;79;1;36
Luxury Astoria 1BD apt 15 min from Manhattan;161;2;70;3;4
Prime East Village 1BR;101;2;225;5;90
Elegant 2 bedroom in Chelsea;97;2;300;2;16
Two BR entire top floor 23 Minutes to Manhattan;51;2;83;30;349
Terrific Tribeca 2BR Indoor pool Gym  Rooftop by Blueground;122;2;373;30;259
Studio Apartment in East Village;101;2;100;30;246
Villagesoho    2Br  Skylights;105;2;310;31;7
NY MIDTOWN DOUBLE ROOM;107;1;209;1;53
Paradise in New York City 2;106;2;247;2;263
AFFORDABLE LUXURYENTIRE APARTMENT  Its Best;108;2;300;1;357
Master bedroom in Bedstuy;51;1;80;3;160
Huge Apartment  Private Bathroom Upper East Side;124;1;99;3;44
6 minutes from JFK Private BedroomBathroom;173;1;100;1;335
HOME AWAY;66;1;60;1;327
nice suite available in victorian home;132;1;105;5;180
Shared Room 4 FEMALE Guests 30mins to Manhattan3;90;3;40;3;281
1 bedroom spacious and bright apt near SOHO;98;2;189;2;35
Times Square 3bedroom;107;2;300;2;173
Manhattan second unit;125;3;199;3;95
Luxury Sunny Comfy Gorgeous views Central Park;124;2;890;3;0
Brooklyn Home;51;1;42;1;0
Cozy Sun Drenched Full Apt  30 mins from City;12;2;200;1;80
Elegant  Quiet  Convenient 3;165;1;44;1;119
6 Minutes From JFK Airport Cozy Bedroom;154;1;30;1;189
Awesome 1 bedroom near Flatiron 30 day minimum;113;2;145;30;151
Comfy room in the Heart of Bushwick;59;1;60;1;78
Clean  Nice  Affordable 3P RoomPrivate Bath;55;1;48;1;169
Luxury Entire 3Bedroom Apartment near Downtown bk;66;2;350;3;283
Sunny Bedstuy apartment;51;2;90;5;1
Private room in a quiet apartment;171;1;35;1;46
Quiet OneBedroom in Williamsburg Close to Subway;94;2;85;2;237
1 Bedroom1 Bath Apt in Hudson YardsMidtown West;97;2;250;1;0
UES WITH VIEW OF EAST RIVER;100;1;70;1;0
Super Deluxe Private Room near LGA Room 02;142;1;35;1;89
Central Light Filled Studio;107;2;160;4;0
SIMPLEHOME;161;2;93;1;181
Super Big Deluxe Private Room near LGA Room 03;142;1;45;1;89
Private 2BR wwasherdryerbalcony in Bushwick;59;2;249;2;0
HUGE room in Grammercy;109;1;150;1;157
Humble abode residing 20 minutes away from city;175;1;49;1;0
Quarto espaoso perto de Manhattan;161;1;48;2;0
East Village Nook;101;3;65;2;0
Apartment share close to train station;51;3;27;1;89
Stylish  Spacious Private Room  Bath in BedStuy;51;1;100;2;31
Easy commute apartment next to subway;51;3;35;1;88
Sunny room in iconic Brooklyn brownstone;86;1;120;2;0
Sweet Spot 2 rooms w PRIVATE ENTRANCE in BK;71;1;59;2;13
Comfortable Classy Apartment;82;2;120;1;126
Best priceCity College1 train 20 min Times Sq;106;3;50;1;98
Three bedrooms house;180;1;65;1;362
West Village Apartment;127;2;500;2;0
Entire Luxurious private Studio Near LGA Airport;142;2;80;1;150
Cozy Room 2 in Brooklyn;51;1;65;3;161
Big Private Room in Manhattan;126;1;110;3;89
Amazing apartment;94;1;100;14;0
Astoria Entire apartment;140;2;85;40;85
Tribeca Treasure;119;2;288;3;87
;212;1;55;1;363
5 min walk to train2 min  walk to bus most shop;146;2;200;2;0
HUGE queen bed 1 block away from Prospect Park;73;1;60;5;0
Modern KingBed Private room and ensuite Bathroom;51;1;112;1;84
Yellow submarine;51;1;59;2;10
Cozy Studio Apartment in the Heart of Williamsburg;94;2;175;2;24
Cozy room near Prospect Park;73;1;35;4;20
Beauty In The EastMins to SubwayJFKLGAManhatta;72;2;150;1;89
Private Room  Floasis Art Collective in Bushwick;59;1;61;2;307
Astoria 320square feet room;129;1;70;2;310
Private Room with exposed bricks at East Village;101;1;169;3;14
One Bedroom Apartment in the Heart of East Village;101;2;130;1;120
Beautiful sunlit bedroom in Brooklyn;79;1;70;7;63
Beautiful Brooklyn Home;59;1;55;2;2
10 min subway to Time Square Sunny 1BR;161;2;200;1;148
Private Room in 2BR East Village Apartment;101;1;100;1;73
Magnificent 5 Bedroom Brooklyn Townhouse;86;2;1750;2;358
Beautiful Brooklyn Apartment  The Sunlight Room;71;1;48;1;0
Sunny Bedroom off Broadway;114;1;50;5;0
Bright and Cozy Room in Greenpoint;79;1;55;7;0
Brooklyn home with a view;80;1;35;1;97
Industrialized in the City 1 guest only;71;1;50;2;318
Studio with Historic Charm in South Harlem;106;2;115;3;116
Charming 2Br in the middle of LES SoHo;111;2;250;1;10
Private Room With Private EnSuite Bathroom;51;1;60;3;9
Artists Home and Studio in Gramercy Park 2;104;2;155;3;70
Private House next to JFK;165;2;188;2;344
2 min walk to Times Square;107;2;205;4;1
Master Bedroom in Luxury Building;59;1;185;1;37
500 sqft Art Deco Empire State and Hudson  views;97;1;200;4;365
Luxury Union Square Loft 3000 sq ft;97;1;200;1;0
Designer Artist Loft in Williamsburg;94;2;150;2;0
NYC at your fingertips Shopping the Arts  more;75;2;144;3;92
Modern 1 Bedroom Escape with River Views;107;2;279;1;0
JFK Airport Great place to stay 6 minutes away;154;3;40;1;346
Botanical Bedstuy;51;2;125;2;57
Home in Hells Kitchen;107;1;100;1;0
Totally Renovated Plush loft apartment;67;2;195;4;136
Huge Private Room w Private Bathroom in Flatiron;113;1;120;3;0
Cozy Room 1 in Brooklyn;51;1;65;3;164
Cozy Modern Getaway 30 mins from Manhattan 1Bdrm;12;1;125;1;80
A Girls Only Charming living room;80;3;45;1;22
Massive Manhattan Private Room15 mins to Times Sq;106;1;89;6;0
Studio apartment between NYC JFK and LGA airports;158;2;45;3;0
ONE OF A KIND HUGE BEAUTIFUL LOFT;51;2;250;5;0
Cozy Room 3 in Brooklyn;51;1;65;3;126
1000 Sq Ft HUGE apartment with Empire State views;109;2;450;1;89
Prime East Village location 2 bed1 bath;101;2;299;3;212
Spacious North Williamsburg 1 Bedroom w Yard;94;2;150;7;249
Awesome Apartment in Lower East Side;111;1;60;30;0
Luxurious Boutique Studio Red Hook Brooklyn;88;2;99;1;273
Pvt Single Room Occupancy Near JFK 6 miLGA 10 mi;174;1;30;2;6
Pvt Room for Two Near JFK 6 mi LGA 10 mi Olive;166;1;38;2;6
Bright Luxury Executive Studio;107;2;150;45;56
3 bedroom apartment for your perfect stay;82;2;250;3;101
Historic District Brownstone 35 min from Midtown;66;1;80;2;78
Watsons Loft;147;1;70;1;134
Brooklyn Retreat;71;2;300;2;352
Purple Palace;59;1;39;1;89
Nice Private Room w 2 Beds;126;1;70;3;39
Luxury Apartment with Statue of Liberty view;96;2;300;1;363
Empire State Building Views in Luxury 1 Bedroom;113;2;250;2;0
Beautiful Modern Lower East Side Apartment;111;2;199;2;16
Room in Bensonhurst;52;1;25;5;175
Midtown East 2 bedroom apartment;113;2;350;3;207
Cozy private bedroom close to train and Manhattan;25;1;60;1;333
Modern comforts;71;2;125;3;227
APT2Room 1;58;1;81;1;36
Great Manhattan Apartment Near ALL Quiet;124;2;219;6;39
Shared male Room on Manhattan Amazing view II;111;3;35;14;320
Nice cozy and fresh male room on Manhattan III;111;3;32;14;342
Shared male room on Manhattan with crazy view I;111;3;35;14;321
Amazing cozy and warm male room on Manhattan IV;111;3;35;14;322
Large bedroom with a private terrace in Astoria;129;1;75;1;0
Spacious Studio near Prospect Park;95;2;52;30;0
Private and cozy room;171;1;40;1;56
Best Apartment in Manhattan Central Park;124;2;215;2;265
